statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName
1번지,EZ001580,경상남도 밀양시 단장면 구천1길 1,입구쪽 전봇도 앞,입구쪽 전봇도 앞,24시간 이용가능,35.5402573,128.9237856,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:20,2025-05-04 19:23:43,2025-05-04 23:53:16,,48,48270,G0,G004,N,,N,,N,,N,2023,경상남도
타미모텔,EZ001582,전북특별자치도 전주시 덕진구 권삼득로 383,실내 주차장,실내 주차장,24시간 이용가능,35.8466031,127.1211445,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:21,2025-04-08 19:31:00,2025-04-09 00:30:03,,52,52110,E0,E003,N,,N,,N,,N,2024,전북특별자치도
다올 펜션,EZ001586,전북특별자치도 완주군 상관면 상관소양로 76,가장 안쪽 한전주 우측,가장 안쪽 한전주 우측,24시간 이용가능,35.7821148,127.225608,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:14,2025-05-04 15:59:34,2025-05-05 01:51:44,,52,52710,E0,E003,Y,,N,,N,,N,2023,전북특별자치도
소담소담팬션,EZ001587,전북특별자치도 전주시 완산구 내원당길 69-8,건물 옆 한전주 옆,건물 옆 한전주 옆,24시간 이용가능,35.7945653,127.1712741,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:14,2024-05-17 19:17:28,2024-05-17 21:45:01,,52,52110,E0,E003,Y,,N,,N,,N,2023,전북특별자치도
속초코다리찜,EZ001588,전북특별자치도 완주군 구이면 덕평로 16,입구 우측 옥외주차장 한전주 옆,입구 우측 옥외주차장 한전주 옆,24시간 이용가능,35.7441214,127.1405491,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2025-02-19 12:28:46,2025-02-19 12:50:08,,52,52710,E0,E006,Y,,N,,N,,N,2023,전북특별자치도
하멜호스텔,EZ001590,전라남도 여수시 고소3길 92,주차장 좌측 화장실 옆 벽면,주차장 좌측 화장실 옆 벽면,24시간 이용가능,34.7394565,127.7406406,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,2025-01-21 20:20:43,2025-01-22 05:38:48,,46,46130,E0,E003,Y,,N,,N,,N,2023,전라남도
천일스크린골프,EZ001591,전라남도 여수시 반월길 63,건물 우측 옥외주차장 한전주 옆,건물 우측 옥외주차장 한전주 옆,24시간 이용가능,34.7772174,127.6568041,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:14,2025-01-05 13:44:39,2025-01-05 16:43:11,,46,46130,E0,E004,Y,,N,,N,,N,2023,전라남도
카페 1001,EZ001592,전라남도 여수시 반월길 71,카페1001 입구 우측 한전주 옆,카페1001 입구 우측 한전주 옆,24시간 이용가능,34.7773916,127.6590639,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 13:40:19,2025-05-15 12:04:46,2025-05-15 13:35:50,,46,46130,E0,E005,Y,,N,,N,,N,2023,전라남도
자연숲민박,EZ001601,전북특별자치도 완주군 운주면 대둔산로 2091-3,건물 우측 평상 옆,건물 우측 평상 옆,24시간 이용가능,36.0970507,127.3095656,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,,,,52,52710,E0,E003,Y,,N,,N,,N,2023,전북특별자치도
그안펜션,EZ001605,전북특별자치도 무주군 설천면 구천동로 1048-23,주차장 좌측 끝 한전주 옆,주차장 좌측 끝 한전주 옆,24시간 이용가능,35.9068375,127.7626184,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2025-01-18 02:23:55,2025-01-18 03:04:09,,52,52730,E0,E003,Y,,N,,N,,N,2023,전북특별자치도
장미펜션,EZ001608,전북특별자치도 무주군 설천면 외배방길 9,건물 우측 난간 아래,건물 우측 난간 아래,24시간 이용가능,35.9082152,127.7588087,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,,,,,52,52730,E0,E003,Y,,N,,N,,N,2023,전북특별자치도
마스터즈,EZ001610,광주광역시 서구 마륵복개로 64,옥외주차장 간판 옆,옥외주차장 간판 옆,24시간 이용가능,35.1442784,126.8467999,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,2,0.5,0.5,2025-05-15 05:00:13,2025-05-11 12:48:32,2025-05-11 17:14:27,,29,29140,E0,E004,Y,,N,,N,,N,2023,광주광역시
힐탑모텔,EZ001611,전라남도 함평군 해보면 밀재로 1147-5,건물 우측 잔디밭,건물 우측 잔디밭,24시간 이용가능,35.1856483,126.5907274,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 09:00:19,2025-05-14 21:56:57,2025-05-15 04:47:22,,46,46860,E0,E003,Y,,N,,N,,N,2023,전라남도
힐링 모텔,EZ001612,광주광역시 서구 금화로85번길 10,건물 뒤 옥외주차장 좌측 벽면,건물 뒤 옥외주차장 좌측 벽면,24시간 이용가능,35.1332645,126.858125,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 05:00:13,2025-05-14 16:56:59,2025-05-14 22:22:31,,29,29140,E0,E003,Y,,N,,N,,N,2023,광주광역시
중앙장로교회,EZ001613,광주광역시 북구 우치로 219,건물 우측 옥외주차장 입주,건물 우측 옥외주차장 입주,24시간 이용가능,35.1844884,126.90572,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,2,1.0,0.0,2025-05-15 05:00:13,2024-12-04 20:28:56,2024-12-05 02:11:59,,29,29170,I0,I002,Y,,N,,N,,N,2023,광주광역시
호남컨테이너,EZ001614,전라남도 영암군 삼호읍 녹색로 939,사무실 좌측,사무실 좌측,24시간 이용가능,34.7563465,126.4758953,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2024-08-08 17:40:07,2024-08-09 02:31:11,,46,46830,G0,G004,Y,,N,,N,,N,2023,전라남도
렌탈컨테이너,EZ001615,전라남도 영암군 삼호읍 녹색로 949,입구 우측 담장 밑,입구 우측 담장 밑,24시간 이용가능,34.7510046,126.4910086,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,2023-12-12 08:58:14,2023-12-12 09:11:54,,46,46830,G0,G004,Y,,N,,N,,N,2023,전라남도
하남이끌림 비지니스호텔,EZ001617,광주광역시 광산구 무진대로212번길 14-27,옥외주차장 우측 첫번째 주차면,옥외주차장 우측 첫번째 주차면,24시간 이용가능,35.1610076,126.8020801,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2025-05-14 22:19:24,2025-05-15 04:14:48,,29,29200,E0,E003,Y,,N,,N,,N,2023,광주광역시
썸모텔,EZ001618,광주광역시 북구 북문대로19번길 27,주차장 입구 정면 주차면 기둥,주차장 입구 정면 주차면 기둥,24시간 이용가능,35.1728723,126.8828103,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 05:00:14,,,,29,29170,E0,E003,Y,,N,,N,,N,2023,광주광역시
현대모텔,EZ001620,광주광역시 북구 중흥로118번길 20,주차장 입구 우측 벽면,주차장 입구 우측 벽면,24시간 이용가능,35.1620847,126.9064317,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:13,,,,29,29170,E0,E003,Y,,N,,N,,N,2023,광주광역시
바다와등대펜션민박,EZ001623,전라남도 여수시 화정면 백야등대길 41,건물 앞 사무실 우측,건물 앞 사무실 우측,24시간 이용가능,34.6095349,127.6513052,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 05:00:14,2025-01-12 14:13:42,2025-01-12 15:20:56,,46,46130,E0,E003,Y,,N,,N,,N,2023,전라남도
쉼뷰,EZ001625,전라남도 화순군 한천면 용암길 48-65,건물 우측 공터,건물 우측 공터,24시간 이용가능,34.9675606,126.9985614,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,,,,46,46790,E0,E003,Y,,N,,N,,N,2023,전라남도
순천만숲,EZ001629,전라남도 순천시 순천만길 374-3,입구 죄측 주차장,입구 죄측 주차장,24시간 이용가능,34.9076489,127.4940134,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,2025-04-17 19:53:14,2025-04-18 00:40:14,,46,46150,E0,E003,Y,,N,,N,,N,2023,전라남도
드메르,EZ001631,전라남도 여수시 화양면 굴개길 1,펜션 우측 직원숙소 앞,펜션 우측 직원숙소 앞,24시간 이용가능,34.6672777,127.6300406,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 05:00:14,2024-07-29 18:07:04,2024-07-29 22:42:22,,46,46130,E0,E005,Y,,N,,N,,N,2022,전라남도
경국수산,EZ001632,전라남도 여수시 화양면 용주길 127,건물 좌측 한전주 옆 흙바닥,건물 좌측 한전주 옆 흙바닥,24시간 이용가능,34.7109259,127.6323644,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 05:00:14,2024-11-09 21:50:08,2024-11-10 06:35:16,,46,46130,G0,G004,Y,,N,,N,,N,2022,전라남도
(유)직연,EZ001634,전북특별자치도 부안군 행안면 부안3농공단지길 103,입구 우측 건물 뒤,입구 우측 건물 뒤,24시간 이용가능,35.7393335,126.7259301,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,2023-04-15 14:56:24,2023-04-15 19:38:09,,52,52800,G0,G004,Y,,N,,N,,N,2022,전북특별자치도
크라운호텔,EZ001638,경상남도 창원시 의창구 창원대로363번길 22-5,호텔주차장 전주 앞,호텔주차장 전주 앞,24시간 이용가능,35.2378105,128.6400408,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 09:00:19,2025-05-13 20:07:26,2025-05-13 21:40:05,,48,48120,E0,E003,Y,,Y,투숙객만 이용 가능,N,,N,2023,경상남도
거제 리틀포레스트,EZ001639,경상남도 거제시 덕포3길 12-1,팬션주차장 전주 앞,팬션주차장 전주 앞,24시간 이용가능,34.9128751,128.6979521,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2025-01-28 18:11:59,2025-01-28 22:07:51,,48,48310,E0,E003,Y,,N,,N,,N,2023,경상남도
형제싱크,EZ001640,경상남도 사천시 문선1길 87-21,공장전면주차장,공장전면주차장,24시간 이용가능,34.9359757,128.0808386,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,2024-11-09 19:34:50,2024-11-09 22:05:00,,48,48240,G0,G004,Y,,N,,N,,N,2023,경상남도
청수민물장어,EZ001643,광주광역시 서구 마륵로 27,식당입구 첫칸,식당입구 첫칸,24시간 이용가능,35.1444375,126.8385567,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,2024-12-27 11:39:23,2024-12-27 12:16:18,,29,29140,E0,E006,Y,,N,,N,,N,2023,광주광역시
투썸플레이스 마륵 DT점,EZ001652,광주광역시 서구 상무대로 632,전면좌측 입구,전면좌측 입구,24시간 이용가능,35.1489383,126.8619067,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:20,2024-07-18 09:37:00,2024-07-18 12:00:18,,29,29140,E0,E005,Y,,N,,N,,N,2023,광주광역시
에이스모텔,EZ001655,전라남도 곡성군 오곡면 섬진강로 1080-1,입구 주차장,입구 주차장,24시간 이용가능,35.1973947,127.3746685,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:21,2023-09-07 15:12:11,2023-09-07 23:12:45,,46,46720,E0,E003,N,,N,,N,,N,2023,전라남도
마동성당,EZ001661,전북특별자치도 익산시 중앙로33길 15,별관 출입구,별관 출입구,24시간 이용가능,35.9373176,126.9652191,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:21,2024-09-29 20:57:49,2024-09-30 01:20:49,,52,52140,I0,I002,N,,N,,N,,N,2023,전북특별자치도
(유)정일산업,EZ001670,전북특별자치도 부안군 주산면 사기점길 99-1,사무실 옆면,사무실 옆면,24시간 이용가능,35.6557021,126.6918783,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:20,2024-12-25 11:08:48,2024-12-25 12:20:43,,52,52800,G0,G004,N,,N,,N,,N,2023,전북특별자치도
제일산정현교회,EZ001671,전북특별자치도 익산시 오산면 군익로2길 38,교회 주차장 입구,교회 주차장 입구,24시간 이용가능,35.9445881,126.9289015,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:21,2025-05-12 22:07:50,2025-05-13 05:27:37,,52,52140,I0,I002,N,,N,,N,,N,2023,전북특별자치도
더샵,EZ001675,광주광역시 북구 반룡로5번길 57,주차장,주차장,24시간 이용가능,35.1810663,126.9009198,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,,,,,29,29170,E0,E003,N,,N,,N,,N,2024,광주광역시
천년초 영농조합,EZ001678,전북특별자치도 익산시 성당면 외수산1길 55-15,공장 전면,공장 전면,24시간 이용가능,36.103121,126.9349514,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:21,2024-01-16 19:29:11,2024-01-17 04:46:25,,52,52140,G0,G004,Y,,N,,N,,N,2023,전북특별자치도
청솔가든,EZ001679,전라남도 곡성군 오곡면 대황강로 1560,,전면 주차장,24시간 이용가능,35.1882143,127.36953,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:21,2024-07-10 21:39:04,2024-07-11 04:37:17,,46,46720,E0,E006,Y,,N,,N,,N,2023,전라남도
삼성환경건설,EZ001680,전북특별자치도 부안군 주산면 종유로 140-64,1차수전 앞,1차수전 앞,24시간 이용가능,35.6504941,126.6820868,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,2,0.5,1.0,2025-05-15 15:00:20,2025-05-15 15:00:20,2025-05-15 12:27:25,2025-05-15 14:41:58,52,52800,G0,G004,N,,N,,N,,N,2023,전북특별자치도
모텔 라스베가스,EZ001688,광주광역시 서구 상무평화로 152,지상1층 주차장입구,지상1층 주차장입구,24시간 이용가능,35.1501342,126.855013,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:20,,,,29,29140,E0,E003,Y,,N,,N,,N,2023,광주광역시
미래엠이씨,EZ001694,광주광역시 광산구 평동산단2번로 76,사무실옆 주차장,사무실옆 주차장,24시간 이용가능,35.1326218,126.7581366,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:20,,,,29,29200,G0,G004,N,,N,,N,,N,2023,광주광역시
태양사우나,EZ001696,광주광역시 서구 군분로119번길 18,주차장 입구,주차장 입구,24시간 이용가능,35.1425343,126.8875882,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:20,2025-05-14 19:39:47,2025-05-14 21:26:15,,29,29140,G0,G004,Y,,N,,N,,N,2023,광주광역시
한서요양병원,EZ001699,전북특별자치도 정읍시 월천안길 14,전면주차장,전면주차장,24시간 이용가능,35.571398,126.8341866,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 09:00:20,2025-05-13 13:43:42,2025-05-13 15:16:23,,52,52180,I0,I001,N,,N,,N,,N,2023,전북특별자치도
황해지돼지국밥,EZ001724,광주광역시 서구 풍암신흥로61번길 3,좌측 주차장,좌측 주차장,24시간 이용가능,35.1216725,126.867879,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2025-05-14 21:55:00,2025-05-15 02:05:05,,29,29140,E0,E006,Y,,N,,N,,N,2023,광주광역시
밀양표충오토캠피장,EZ001729,경상남도 밀양시 단장면 바드리길 7,돌담 옆,돌담 옆,24시간 이용가능,35.5233585,128.9266826,EZ,차지인,차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:13,2025-05-04 15:45:34,2025-05-04 18:00:47,,48,48270,E0,E003,N,,N,,N,,N,2022,경상남도
종리교회,EZ001731,전북특별자치도 완주군 화산면 화산남로 44,,주차장,24시간 이용가능,36.0015567,127.2269719,EZ,차지인,(주)차지인,15778961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:20,2025-05-06 07:19:59,2025-05-06 12:18:38,,52,52710,I0,I002,N,,N,,N,,N,2023,전북특별자치도
단양 관광호텔,EZ001743,충청북도 단양군 단양읍 삼봉로 31,주차장,주차장,24시간 이용가능,36.9820869,128.3485245,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,2,0.5,0.5,2025-05-15 09:00:21,2025-05-08 20:46:33,2025-05-09 00:39:20,,43,43800,E0,E003,N,,N,,N,,N,2024,충청북도
캐슬 모텔,EZ001749,전북특별자치도 전주시 덕진구 아중4길 10-4,주차장,주차장,24시간 이용가능,35.8308483,127.1741266,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,,,,52,52110,E0,E003,Y,,N,,N,,N,2023,전북특별자치도
청북교회,EZ001753,충청북도 청주시 청원구 내덕로 49,주차장,주차장,24시간 이용가능,36.6575564,127.4861182,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,2,0.5,0.5,2025-05-15 09:00:21,2025-05-14 17:23:13,2025-05-14 21:48:01,,43,43110,I0,I002,N,,N,,N,,N,2023,충청북도
씨앤블루 펜션,EZ001754,전라남도 여수시 돌산읍 무술목길 12-12,,주차장,24시간 이용가능,34.6865351,127.7772065,EZ,차지인,(주)차지인,15778961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 11:00:20,2025-05-15 09:54:11,2025-05-15 10:52:44,,46,46130,E0,E003,N,,N,,N,,N,2023,전라남도
씨앤블루 민박 펜션,EZ001755,전라남도 여수시 돌산읍 무술목길 12-9,주차장,주차장,24시간 이용가능,34.6869442,127.777692,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2024-08-11 13:01:44,2024-08-11 13:25:18,,46,46130,E0,E003,Y,,N,,N,,N,2023,전라남도
원무인텔,EZ001756,전라남도 여수시 시청동3길 35-14,주차장,주차장,24시간 이용가능,34.7570031,127.6655968,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2025-05-02 18:29:13,2025-05-03 01:13:25,,46,46130,E0,E003,N,,N,,N,,N,2023,전라남도
알프스모텔,EZ001760,전라남도 광양시 광장로 142-7,주차장,주차장,24시간 이용가능,34.9366513,127.6958159,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 09:00:19,2024-10-10 16:34:20,2024-10-10 18:31:41,,46,46230,E0,E003,Y,,N,,N,,N,2023,전라남도
타워모텔,EZ001761,전라남도 광양시 광양읍 성북길 57-1,주차장,주차장,24시간 이용가능,34.9750616,127.584141,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 09:00:19,2025-05-04 15:11:51,2025-05-05 00:05:31,,46,46230,E0,E003,Y,,N,,N,,N,2023,전라남도
륀느펜션,EZ001769,경기도 가평군 북면 꽃넘이길 87-47,펜스 바로 옆면,펜스 바로 옆면,24시간 이용가능,37.8975271,127.5210756,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:13,2025-05-01 16:58:25,2025-05-01 21:16:22,,41,41820,E0,E003,N,,N,,N,,N,2023,경기도
위드영메디컬,EZ001775,경상북도 경산시 경청로226길 2,주차장,주차장,24시간 이용가능,35.805368,128.7405481,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 05:00:13,2025-02-26 15:16:41,2025-02-26 16:58:28,,47,47290,I0,I001,Y,,N,,N,,N,2023,경상북도
상주시민 장례식장,EZ001778,경상북도 상주시 경상대로 2693,주차장,주차장,24시간 이용가능,36.3882528,128.1499787,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 05:00:13,2025-05-14 12:51:31,2025-05-14 16:02:41,,47,47250,G0,G004,Y,,N,,N,,N,2023,경상북도
가보자 펜션,EZ001779,경기도 가평군 상면 서대길 55-6,전면 주차면 가장자리 면,전면 주차면 가장자리 면,24시간 이용가능,37.7766728,127.3806759,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:13,2025-05-11 11:46:44,2025-05-11 14:23:44,,41,41820,E0,E003,Y,,N,,N,,N,2023,경기도
모던224,EZ001780,경기도 가평군 북면 가화로 1073-154,주차장,주차장,24시간 이용가능,37.8863671,127.5417899,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,0,1,1.0,0.0,2025-05-15 05:00:13,2023-05-14 18:20:03,2023-05-14 20:45:08,,41,41820,E0,E003,Y,,N,,N,,N,2023,경기도
하양전문장례식장,EZ001782,경상북도 경산시 하양읍 금송로 113,주차장,주차장,24시간 이용가능,35.9220962,128.821793,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 05:00:13,2025-05-07 20:32:09,2025-05-07 23:32:46,,47,47290,G0,G004,Y,,N,,N,,N,2023,경상북도
호텔 라인,EZ001786,경상북도 포항시 남구 새천년대로434번길 21,주차장,주차장,24시간 이용가능,36.013547,129.3468513,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,1,1,0.0,1.0,2025-05-15 05:00:14,2025-02-26 20:17:38,2025-02-27 02:15:45,,47,47110,E0,E003,Y,,N,,N,,N,2023,경상북도
거북산장식당,EZ001787,경상북도 군위군 부계면 한티로 1455,주차장,주차장,24시간 이용가능,36.0326734,128.6244928,EZ,차지인,(주)차지인,1577-8961,2,7.0,단독,2,2,0.0,1.0,2025-05-15 12:40:17,2024-05-11 19:45:48,2024-05-11 21:16:57,,47,47720,E0,E006,Y,,N,,N,,N,2023,경상북도
